name,JHipsterRegister,Docker,applicationType,authenticationType,hibernateCache,clusteredHttpSession,websocket,databaseType,devDatabaseType,prodDatabaseType,buildTool,searchEngine,enableSocialSignIn,useSass,enableTranslation,Generate,Log.Generate,Compile,Build,protractor,cucumber,gatling,Log.Gen,Bug
1232,jhipster616,,monolith,jwt,hazelcast,hazelcast,no,sql,InMemory,postgresql,maven,no,X,X,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
1233,jhipster617,X,monolith,jwt,no,no,spring-websocket,mongodb,mongodb,mongodb,maven,no,,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
1234,jhipster617,,monolith,jwt,no,no,spring-websocket,mongodb,mongodb,mongodb,maven,no,,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
1235,jhipster618,X,gateway,jwt,no,no,no,sql,DiskBased,mysql,gradle,elasticsearch,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
1236,jhipster618,,gateway,jwt,no,no,no,sql,DiskBased,mysql,gradle,elasticsearch,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
1237,jhipster619,X,monolith,session,ehcache,no,spring-websocket,sql,InMemory,mariadb,maven,elasticsearch,,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
1238,jhipster619,,monolith,session,ehcache,no,spring-websocket,sql,InMemory,mariadb,maven,elasticsearch,,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
1239,jhipster620,X,monolith,oauth2,ehcache,no,spring-websocket,sql,postgresql,postgresql,maven,no,,X,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:OAUTH2
1240,jhipster620,,monolith,oauth2,ehcache,no,spring-websocket,sql,postgresql,postgresql,maven,no,,X,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
1241,jhipster621,X,monolith,session,ehcache,hazelcast,spring-websocket,sql,postgresql,postgresql,maven,elasticsearch,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
1242,jhipster621,,monolith,session,ehcache,hazelcast,spring-websocket,sql,postgresql,postgresql,maven,elasticsearch,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
